ticker,name,module_v41,module_v42_r10,bqs_v41,bqs_v42,bqs_rank_v41,bqs_confidence,metric_coverage_pct,data_coverage_pct,market_price_frozen,market_cap_frozen,market_source,ios_v41,ios_rank_v41,ios_variant_v41,ios_v42,ios_rank_v42,ios_variant_v42,ios_gate_v42,ios_delta_v42_minus_v41,growth_policy_v42,growth_used_v42,dcf_growth_used_v42,owner_yield_v42,expected_return_v42,margin_of_safety_v42,bear_return_v42,bull_return_v42
EXPE,EXPEDIA GROUP INC,GENERAL,GENERAL,77.8,77.8,97,PROVISIONAL,70.4,100.0,259.04,29659015605.0,NASDAQ_PUBLIC_SCREENER,92.2,19,IOS_GENERAL,92.2,8,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0809,0.0809,0.0914,0.1723,0.695,0.148,1.21
EXR,EXTRA SPACE STORAGE INC,REIT,REIT,41.1,41.1,299,PROVISIONAL,38.8,100.0,133.84,28276317643.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,BQS<60,,,,,,,,,
F,FORD MOTOR CO,INDUSTRIAL,INDUSTRIAL,45.6,45.6,287,PROVISIONAL,58.2,100.0,12.94,50682662068.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
FANG,DIAMONDBACK ENERGY INC,RESOURCES,RESOURCES,39.0,39.0,304,PROVISIONAL,40.8,100.0,185.65,51986521134.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
FAST,FASTENAL CO,GENERAL,GENERAL,70.2,70.2,155,PROVISIONAL,66.3,100.0,50.99,58510901247.0,NASDAQ_PUBLIC_SCREENER,10.5,276,IOS_GENERAL,10.5,141,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0,0.0,0.0178,-0.9853,-0.766,-0.811,-0.694
FCX,FREEPORT MCMORAN INC,RESOURCES,RESOURCES,65.5,65.5,191,PROVISIONAL,67.3,100.0,72.58,104226151819.0,NASDAQ_PUBLIC_SCREENER,13.2,230,IOS_GENERAL,9.8,148,IOS_GENERAL,,-3.4,G2_GUARDED_PER_SHARE,0.0,0.0,0.0095,0.0095,-0.896,-0.913,-0.869
FDS,FACTSET RESEARCH SYSTEMS INC,SOFTWARE,SOFTWARE,88.2,88.2,22,PROVISIONAL,70.4,100.0,279.43,9938079680.0,NASDAQ_PUBLIC_SCREENER,53.4,60,IOS_GENERAL,53.4,40,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0798,0.0798,0.056,0.1358,0.033,-0.3,0.347
FDX,FEDEX CORP,GENERAL,GENERAL,56.8,56.8,,PROVISIONAL,62.2,83.3,291.5,68989431803.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
FDXF,FEDEX FREIGHT HOLDING CO,UNKNOWN,UNKNOWN,,,,NOT_CALCULATED,0.0,0.0,119.22,17825551816.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,,,,,,,,,,
FE,FIRSTENERGY CORP,UTILITY,UTILITY,64.1,64.1,201,PROVISIONAL,61.2,100.0,43.65,25257633032.0,NASDAQ_PUBLIC_SCREENER,9.6,298,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
FERG,FERGUSON ENTERPRISES INC,GENERAL,GENERAL,48.7,48.7,277,PROVISIONAL,42.9,100.0,221.17,42785937419.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
FFIV,F5 INC,SEMICONDUCTOR,SEMICONDUCTOR,83.5,83.5,53,PROVISIONAL,67.3,100.0,455.99,25821428720.0,NASDAQ_PUBLIC_SCREENER,21.7,187,IOS_GENERAL,21.7,92,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0463,0.0463,0.0261,0.0725,-0.634,-0.744,-0.533
FICO,FAIR ISAAC CORP,SOFTWARE,SOFTWARE,84.0,84.0,47,PROVISIONAL,77.6,100.0,879.62,18997711699.0,NASDAQ_PUBLIC_SCREENER,41.7,94,IOS_GENERAL,51.2,48,IOS_GENERAL,,9.5,G2_GUARDED_PER_SHARE,0.1307,0.12,0.0323,0.163,-0.39,-0.574,-0.222
FIS,FIDELITY NATIONAL INFO SERV,SOFTWARE,SOFTWARE,33.7,33.7,,PROVISIONAL,43.9,83.3,34.67,17879524142.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
FISV,FISERV INC,SOFTWARE,SOFTWARE,79.3,79.3,87,PROVISIONAL,74.5,100.0,45.95,24434680830.0,NASDAQ_PUBLIC_SCREENER,96.9,2,IOS_GENERAL,96.9,1,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0611,0.0611,0.1613,0.2225,1.404,0.679,2.067
FITB,FIFTH THIRD BANCORP,BANK,BANK,57.3,57.3,,PROVISIONAL,61.2,83.3,51.69,46877276633.0,NASDAQ_PUBLIC_SCREENER,,,IOS_BANK,,,IOS_BANK,BQS<60,,,,,,,,,
FIX,COMFORT SYSTEMS USA INC,INDUSTRIAL,INDUSTRIAL,83.9,83.9,50,PROVISIONAL,70.4,100.0,1625.9,57222459521.0,NASDAQ_PUBLIC_SCREENER,36.8,116,IOS_GENERAL,51.6,47,IOS_GENERAL,,14.8,G2_GUARDED_PER_SHARE,0.15,0.12,0.0176,0.1676,-0.616,-0.74,-0.5
FLEX,FLEX LTD,SEMICONDUCTOR,SEMICONDUCTOR,61.1,61.1,227,PROVISIONAL,70.4,100.0,112.3,41483954429.0,NASDAQ_PUBLIC_SCREENER,9.2,308,IOS_GENERAL,9.2,158,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0,0.0,0.0219,0.0219,-0.762,-0.801,-0.699
FOX,FOX CORP CLASS B,GENERAL,GENERAL,78.9,78.9,,PROVISIONAL,36.7,83.3,56.96,24018529509.0,NASDAQ_PUBLIC_SCREENER,96.1,4,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
FOXA,FOX CORP CLASS A,GENERAL,GENERAL,78.9,78.9,,PROVISIONAL,36.7,83.3,63.96,26970244863.0,NASDAQ_PUBLIC_SCREENER,91.8,20,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
FRT,FEDERAL REALTY INVS TRUST,REIT,REIT,42.9,42.9,292,PROVISIONAL,48.0,100.0,109.39,9504802259.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,BQS<60,,,,,,,,,
FSLR,FIRST SOLAR INC,SEMICONDUCTOR,SEMICONDUCTOR,85.2,85.2,38,PROVISIONAL,54.1,100.0,191.97,20630975202.0,NASDAQ_PUBLIC_SCREENER,61.7,48,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
FTNT,FORTINET INC,SEMICONDUCTOR,SEMICONDUCTOR,91.9,91.9,7,PROVISIONAL,70.4,100.0,178.74,131143978337.0,NASDAQ_PUBLIC_SCREENER,37.1,110,IOS_GENERAL,52.5,43,IOS_GENERAL,,15.4,G2_GUARDED_PER_SHARE,0.15,0.12,0.0148,0.1648,-0.719,-0.804,-0.642
FTV,FORTIVE CORP,GENERAL,GENERAL,67.0,67.0,181,PROVISIONAL,70.4,100.0,56.26,16991479346.0,NASDAQ_PUBLIC_SCREENER,12.7,237,IOS_GENERAL,12.7,116,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0,0.0,0.0507,0.0507,-0.378,-0.491,-0.197
GD,GENERAL DYNAMICS CORP,GENERAL,GENERAL,71.3,71.3,,PROVISIONAL,59.2,83.3,343.33,92890401759.0,NASDAQ_PUBLIC_SCREENER,45.7,76,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
GDDY,GODADDY INC CLASS A,SOFTWARE,SOFTWARE,83.2,83.2,57,PROVISIONAL,67.3,100.0,96.38,12206305712.0,NASDAQ_PUBLIC_SCREENER,94.4,13,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
GE,GENERAL ELECTRIC,INDUSTRIAL,INDUSTRIAL,57.5,57.5,,PROVISIONAL,29.6,83.3,319.8,331812491657.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
GEHC,GE HEALTHCARE TECHNOLOGY,GENERAL,GENERAL,56.4,56.4,,PROVISIONAL,36.7,83.3,66.09,29851944395.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
GEN,GEN DIGITAL INC,SOFTWARE,SOFTWARE,81.4,81.4,72,PROVISIONAL,77.6,100.0,26.23,15700937849.0,NASDAQ_PUBLIC_SCREENER,88.8,25,IOS_GENERAL,88.8,11,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.1442,0.12,0.0819,0.2261,0.549,0.081,0.974
GEV,GE VERNOVA INC,INDUSTRIAL,INDUSTRIAL,49.0,49.0,274,PROVISIONAL,35.7,100.0,951.82,253501629067.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
GILD,GILEAD SCIENCES INC,GENERAL,GENERAL,73.3,73.3,128,PROVISIONAL,70.4,100.0,151.37,187692011812.0,NASDAQ_PUBLIC_SCREENER,19.8,197,IOS_GENERAL,19.8,98,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0257,0.0257,0.0456,0.0714,-0.33,-0.517,-0.125
GIS,GENERAL MILLS INC,UNKNOWN,UNKNOWN,,,,NOT_CALCULATED,0.0,0.0,35.82,19150427687.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,,,,,,,,,,
GL,GLOBE LIFE INC,INSURANCE,INSURANCE,76.1,76.1,,PROVISIONAL,43.9,83.3,168.75,12968344181.0,NASDAQ_PUBLIC_SCREENER,,,IOS_INSURANCE,,,IOS_INSURANCE,combined ratio MISSING: sottoscrizione non valutabile,,,,,,,,,
GLW,CORNING INC,GENERAL,GENERAL,70.0,70.0,,PROVISIONAL,45.9,83.3,154.48,133067269373.0,NASDAQ_PUBLIC_SCREENER,13.2,229,IOS_GENERAL,,,IOS_GENERAL,capex MISSING/CONFLICTING,,,,,,,,,
GM,GENERAL MOTORS CO,INDUSTRIAL,INDUSTRIAL,68.6,68.6,169,PROVISIONAL,60.2,100.0,83.77,73504115590.0,NASDAQ_PUBLIC_SCREENER,95.3,7,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
GNRC,GENERAC HOLDINGS INC,GENERAL,GENERAL,54.9,54.9,258,PROVISIONAL,63.3,100.0,199.42,11767048511.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
GOOG,ALPHABET INC CL C,SOFTWARE,SOFTWARE,89.3,89.3,,PROVISIONAL,59.2,83.3,334.98,4096805400000.0,NASDAQ_PUBLIC_SCREENER,35.7,122,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
GOOGL,ALPHABET INC CL A,SOFTWARE,SOFTWARE,89.3,89.3,,PROVISIONAL,59.2,83.3,337.83,4131660900000.0,NASDAQ_PUBLIC_SCREENER,35.6,123,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
GPC,GENUINE PARTS CO,GENERAL,GENERAL,28.4,28.4,,PROVISIONAL,39.8,83.3,128.76,17750822440.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
GPN,GLOBAL PAYMENTS INC,SOFTWARE,SOFTWARE,72.8,72.8,,PROVISIONAL,66.3,83.3,84.0,22227944760.0,NASDAQ_PUBLIC_SCREENER,32.6,145,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
GRMN,GARMIN LTD,INDUSTRIAL,INDUSTRIAL,81.1,81.1,,PROVISIONAL,59.2,83.3,287.58,55460532303.0,NASDAQ_PUBLIC_SCREENER,37.7,106,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
GS,GOLDMAN SACHS GROUP INC,ASSETMGR_EXCH,ASSETMGR_EXCH,64.0,64.0,,PROVISIONAL,51.0,83.3,936.36,272641259595.0,NASDAQ_PUBLIC_SCREENER,47.2,71,IOS_BANK,47.2,58,IOS_BANK,,0.0,,,,0.063,0.143,-0.122,-0.342,0.141
GWW,WW GRAINGER INC,GENERAL,GENERAL,72.7,72.7,134,PROVISIONAL,70.4,100.0,1270.67,59849753971.0,NASDAQ_PUBLIC_SCREENER,21.7,188,IOS_GENERAL,21.7,93,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0562,0.0562,0.0212,0.0774,-0.646,-0.76,-0.538
HAL,HALLIBURTON CO,RESOURCES,RESOURCES,72.9,72.9,,PROVISIONAL,26.5,83.3,33.01,27501633415.0,NASDAQ_PUBLIC_SCREENER,16.2,213,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
HAS,HASBRO INC,GENERAL,GENERAL,41.4,41.4,,PROVISIONAL,58.2,83.3,86.52,12203167285.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
HBAN,HUNTINGTON BANCSHARES INC,BANK,BANK,33.0,33.0,,PROVISIONAL,57.1,83.3,15.38,31073980024.0,NASDAQ_PUBLIC_SCREENER,,,IOS_BANK,,,IOS_BANK,BQS<60,,,,,,,,,
HCA,HCA HEALTHCARE INC,GENERAL,GENERAL,66.9,66.9,185,PROVISIONAL,52.0,100.0,436.48,94498574720.0,NASDAQ_PUBLIC_SCREENER,63.6,41,IOS_GENERAL,63.6,23,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0787,0.0787,0.0772,0.1558,0.161,-0.179,0.467
HD,HOME DEPOT INC,GENERAL,GENERAL,54.2,54.2,262,PROVISIONAL,77.6,100.0,296.72,296034465827.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
HIG,HARTFORD INSURANCE GROUP INC,INSURANCE,INSURANCE,84.2,84.2,,PROVISIONAL,43.9,83.3,126.59,34289686733.0,NASDAQ_PUBLIC_SCREENER,,,IOS_INSURANCE,,,IOS_INSURANCE,combined ratio MISSING: sottoscrizione non valutabile,,,,,,,,,
HII,HUNTINGTON INGALLS INDUSTRIE,GENERAL,GENERAL,63.5,63.5,207,PROVISIONAL,66.3,100.0,269.8,10631360540.0,NASDAQ_PUBLIC_SCREENER,47.6,70,IOS_GENERAL,47.6,56,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0535,0.0535,0.0696,0.1231,0.073,-0.261,0.384
HLT,HILTON WORLDWIDE HOLDINGS IN,GENERAL,GENERAL,76.9,76.9,,PROVISIONAL,69.4,83.3,307.22,69144441650.0,NASDAQ_PUBLIC_SCREENER,38.8,103,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
HON,HONEYWELL INTERNATIONAL INC,GENERAL,GENERAL,62.4,62.4,,PROVISIONAL,43.9,83.3,212.57,67371937926.0,NASDAQ_PUBLIC_SCREENER,32.1,148,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
HONA,HONEYWELL AEROSPACE INC,UNKNOWN,UNKNOWN,,,,NOT_CALCULATED,0.0,0.0,163.33,51767888574.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,,,,,,,,,,
HOOD,ROBINHOOD MARKETS INC A,ASSETMGR_EXCH,ASSETMGR_EXCH,87.6,87.6,25,PROVISIONAL,60.2,100.0,122.7,110317394897.0,NASDAQ_PUBLIC_SCREENER,,,IOS_BANK,,,IOS_BANK,book value / ROE / crescita sostenibile MISSING,,,,,,,,,
HPE,HEWLETT PACKARD ENTERPRISE,GENERAL,GENERAL,46.6,46.6,282,PROVISIONAL,72.4,100.0,62.33,82740879675.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
HPQ,HP INC,GENERAL,GENERAL,54.2,54.2,263,PROVISIONAL,70.4,100.0,32.16,29001597563.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
HRL,HORMEL FOODS CORP,GENERAL,GENERAL,55.3,55.3,,PROVISIONAL,30.6,83.3,19.92,10962987936.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
HSIC,HENRY SCHEIN INC,GENERAL,GENERAL,51.9,51.9,269,PROVISIONAL,77.6,100.0,85.05,9478528397.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
HST,HOST HOTELS + RESORTS INC,REIT,REIT,74.1,74.1,,PROVISIONAL,33.7,83.3,22.15,15175505438.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,AFFO MISSING: FFO e capex di manutenzione non separati,,,,,,,,,
HSY,HERSHEY CO/THE,GENERAL,GENERAL,59.2,59.2,,PROVISIONAL,62.2,83.3,168.45,33845926922.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
HUBB,HUBBELL INC,SEMICONDUCTOR,SEMICONDUCTOR,82.5,82.5,,PROVISIONAL,55.1,83.3,463.7,24498463173.0,NASDAQ_PUBLIC_SCREENER,27.9,164,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
HUM,HUMANA INC,INSURANCE,INSURANCE,31.3,31.3,,PROVISIONAL,74.5,83.3,374.78,45003697832.0,NASDAQ_PUBLIC_SCREENER,,,IOS_INSURANCE,,,IOS_INSURANCE,BQS<60,,,,,,,,,
HWM,HOWMET AEROSPACE INC,GENERAL,GENERAL,88.4,88.4,19,PROVISIONAL,60.2,100.0,228.78,91237784063.0,NASDAQ_PUBLIC_SCREENER,36.8,114,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
IBKR,INTERACTIVE BROKERS GRO CL A,ASSETMGR_EXCH,ASSETMGR_EXCH,78.6,78.6,,PROVISIONAL,39.8,83.3,91.56,41483837337.0,NASDAQ_PUBLIC_SCREENER,56.8,54,IOS_BANK,56.8,30,IOS_BANK,,0.0,,,,0.105,-2.892,3.767,2.575,5.197
IBM,INTL BUSINESS MACHINES CORP,GENERAL,GENERAL,56.3,56.3,251,PROVISIONAL,48.0,100.0,232.76,219291200616.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
ICE,INTERCONTINENTAL EXCHANGE IN,ASSETMGR_EXCH,ASSETMGR_EXCH,67.7,67.7,176,HIGH,94.9,100.0,156.35,87774028042.0,NASDAQ_PUBLIC_SCREENER,33.2,142,IOS_BANK,33.2,79,IOS_BANK,,0.0,,,,0.0378,0.1142,-0.625,-0.719,-0.512
IDXX,IDEXX LABORATORIES INC,GENERAL,GENERAL,91.7,91.7,9,PROVISIONAL,70.4,100.0,522.02,41125318174.0,NASDAQ_PUBLIC_SCREENER,35.2,127,IOS_GENERAL,35.2,75,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0852,0.0852,0.0242,0.1095,-0.543,-0.69,-0.403
IEX,IDEX CORP,INDUSTRIAL,INDUSTRIAL,75.6,75.6,111,PROVISIONAL,70.4,100.0,229.67,16931248514.0,NASDAQ_PUBLIC_SCREENER,17.3,207,IOS_GENERAL,17.3,105,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0281,0.0281,0.0348,0.0629,-0.483,-0.631,-0.325
IFF,INTL FLAVORS + FRAGRANCES,GENERAL,GENERAL,33.5,33.5,313,PROVISIONAL,65.3,100.0,85.71,21868903329.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
INCY,INCYTE CORP,GENERAL,GENERAL,84.0,84.0,49,PROVISIONAL,51.0,100.0,124.64,25264247061.0,NASDAQ_PUBLIC_SCREENER,54.7,57,IOS_GENERAL,,,IOS_GENERAL,capex MISSING/CONFLICTING,,,,,,,,,
INTC,INTEL CORP,SEMICONDUCTOR,SEMICONDUCTOR,34.4,34.4,311,PROVISIONAL,61.2,100.0,122.6,647949522049.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
INTU,INTUIT INC,SOFTWARE,SOFTWARE,88.1,88.1,23,PROVISIONAL,70.4,100.0,286.8,76643284800.0,NASDAQ_PUBLIC_SCREENER,67.4,39,IOS_GENERAL,71.0,18,IOS_GENERAL,,3.6,G2_GUARDED_PER_SHARE,0.1395,0.12,0.0542,0.1937,0.179,-0.202,0.536
INVH,INVITATION HOMES INC,REIT,REIT,83.2,83.2,58,PROVISIONAL,35.7,100.0,26.93,15905483476.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,AFFO MISSING: FFO e capex di manutenzione non separati,,,,,,,,,
IP,INTERNATIONAL PAPER CO,GENERAL,GENERAL,19.6,19.6,,PROVISIONAL,25.5,83.3,35.7,18905645252.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
IQV,IQVIA HOLDINGS INC,GENERAL,GENERAL,67.3,67.3,177,PROVISIONAL,77.6,100.0,267.86,44089756000.0,NASDAQ_PUBLIC_SCREENER,22.8,185,IOS_GENERAL,22.8,91,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0421,0.0421,0.0409,0.0831,-0.47,-0.625,-0.33
IR,INGERSOLL RAND INC,INDUSTRIAL,INDUSTRIAL,76.2,76.2,,PROVISIONAL,58.2,83.3,76.22,29573316478.0,NASDAQ_PUBLIC_SCREENER,41.0,98,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
IRM,IRON MOUNTAIN INC,REIT,REIT,52.5,52.5,267,PROVISIONAL,52.0,100.0,115.09,34262616633.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,BQS<60,,,,,,,,,
ISRG,INTUITIVE SURGICAL INC,GENERAL,GENERAL,90.2,90.2,12,PROVISIONAL,67.3,100.0,398.3,140710642535.0,NASDAQ_PUBLIC_SCREENER,35.3,125,IOS_GENERAL,51.9,45,IOS_GENERAL,,16.6,G2_GUARDED_PER_SHARE,0.15,0.12,0.0121,0.1602,-0.737,-0.822,-0.657
IT,GARTNER INC,GENERAL,GENERAL,73.7,73.7,126,PROVISIONAL,51.0,100.0,178.52,11273355196.0,NASDAQ_PUBLIC_SCREENER,90.4,23,IOS_GENERAL,,,IOS_GENERAL,capex MISSING/CONFLICTING,,,,,,,,,
ITW,ILLINOIS TOOL WORKS,INDUSTRIAL,INDUSTRIAL,79.5,79.5,,PROVISIONAL,62.2,83.3,273.42,77870016000.0,NASDAQ_PUBLIC_SCREENER,11.9,245,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
IVZ,INVESCO LTD,ASSETMGR_EXCH,ASSETMGR_EXCH,28.6,28.6,,PROVISIONAL,81.6,83.3,30.74,13571703237.0,NASDAQ_PUBLIC_SCREENER,,,IOS_BANK,,,IOS_BANK,BQS<60,,,,,,,,,
J,JACOBS SOLUTIONS INC,GENERAL,GENERAL,77.1,77.1,,PROVISIONAL,22.4,66.7,141.12,16516488784.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,coverage<70,,,,,,,,,
JBHT,HUNT (JB) TRANSPRT SVCS INC,GENERAL,GENERAL,84.8,84.8,,PROVISIONAL,30.6,83.3,234.63,22035262138.0,NASDAQ_PUBLIC_SCREENER,12.7,236,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
JBL,JABIL INC,SEMICONDUCTOR,SEMICONDUCTOR,60.6,60.6,231,PROVISIONAL,63.3,100.0,308.75,32353013729.0,NASDAQ_PUBLIC_SCREENER,9.1,309,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
JCI,JOHNSON CONTROLS INTERNATION,INDUSTRIAL,INDUSTRIAL,42.9,42.9,,PROVISIONAL,18.4,66.7,145.9,88377680473.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
JKHY,JACK HENRY + ASSOCIATES INC,SOFTWARE,SOFTWARE,79.5,79.5,86,PROVISIONAL,67.3,100.0,148.33,10399803145.0,NASDAQ_PUBLIC_SCREENER,44.8,80,IOS_GENERAL,44.8,62,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0693,0.0693,0.0538,0.1228,-0.049,-0.356,0.24
JNJ,JOHNSON + JOHNSON,GENERAL,GENERAL,62.1,62.1,217,PROVISIONAL,44.9,100.0,269.17,648672405354.0,NASDAQ_PUBLIC_SCREENER,9.3,301,IOS_GENERAL,9.3,155,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0,0.0,0.0283,0.0283,-0.653,-0.716,-0.552
JPM,JPMORGAN CHASE + CO,BANK,BANK,74.6,74.6,,PROVISIONAL,50.0,83.3,337.53,897217586398.0,NASDAQ_PUBLIC_SCREENER,66.9,40,IOS_BANK,66.9,21,IOS_BANK,,0.0,,,,0.0636,0.1436,0.251,-0.062,0.626
KDP,KEURIG DR PEPPER INC,GENERAL,GENERAL,61.1,61.1,226,PROVISIONAL,77.6,100.0,31.76,43219834967.0,NASDAQ_PUBLIC_SCREENER,24.0,182,IOS_GENERAL,9.2,159,IOS_GENERAL,,-14.8,G2_GUARDED_PER_SHARE,0.0,0.0,0.0326,0.0326,-0.646,-0.704,-0.553
KEY,KEYCORP,BANK,BANK,37.4,37.4,,PROVISIONAL,61.2,83.3,20.24,21598681933.0,NASDAQ_PUBLIC_SCREENER,,,IOS_BANK,,,IOS_BANK,BQS<60,,,,,,,,,
KEYS,KEYSIGHT TECHNOLOGIES IN,GENERAL,GENERAL,67.3,67.3,179,PROVISIONAL,55.1,100.0,353.36,60157683093.0,NASDAQ_PUBLIC_SCREENER,10.1,289,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
KHC,KRAFT HEINZ CO/THE,GENERAL,GENERAL,48.0,48.0,,PROVISIONAL,24.5,66.7,23.79,28210747203.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
KIM,KIMCO REALTY CORP,REIT,REIT,61.2,61.2,225,PROVISIONAL,52.0,100.0,22.21,14898231974.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,AFFO MISSING: FFO e capex di manutenzione non separati,,,,,,,,,
